Name,Cancellations Total,Cancellations US,Delays Total,Delays US,Page Key,Parse Status,Snapshot GMT,Source URL,Target Date ET
2026-04-02 today,1161,718,21903,5593,today,success,2026年4月3日 05:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,143,21,1006,0,tomorrow,success,2026年4月3日 05:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,52,6,49,0,plus2days,success,2026年4月3日 05:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25054,6694,yesterday,success,2026年4月3日 05:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1173,730,21903,5593,today,success,2026年4月3日 05:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,146,23,1006,0,tomorrow,success,2026年4月3日 05:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,52,6,49,0,plus2days,success,2026年4月3日 05:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25057,6695,yesterday,success,2026年4月3日 05:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1193,750,22247,5767,today,success,2026年4月3日 05:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,146,23,1048,0,tomorrow,success,2026年4月3日 05:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,52,6,50,0,plus2days,success,2026年4月3日 05:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25056,6694,yesterday,success,2026年4月3日 05:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1219,770,22570,5928,today,success,2026年4月3日 05:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,151,25,1074,0,tomorrow,success,2026年4月3日 05:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,52,6,50,0,plus2days,success,2026年4月3日 05:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 06:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 06:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1238,785,22869,6077,today,success,2026年4月3日 06:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,157,30,1100,0,tomorrow,success,2026年4月3日 06:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,52,6,50,0,plus2days,success,2026年4月3日 06:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 06:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1245,792,22869,6077,today,success,2026年4月3日 06:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,160,31,1100,0,tomorrow,success,2026年4月3日 06:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,52,6,50,0,plus2days,success,2026年4月3日 06:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25059,6696,yesterday,success,2026年4月3日 06:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1258,804,23133,6232,today,success,2026年4月3日 06:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,164,35,1156,0,tomorrow,success,2026年4月3日 06:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,53,7,51,0,plus2days,success,2026年4月3日 06:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 06:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1276,820,23417,6388,today,success,2026年4月3日 06:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,172,41,1180,0,tomorrow,success,2026年4月3日 06:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,53,7,51,0,plus2days,success,2026年4月3日 06:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 07:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1286,826,23417,6388,today,success,2026年4月3日 07:00 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,,,,,tomorrow,fetch_failed,2026年4月3日 07:00 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-03 tomorrow,173,41,1243,0,tomorrow,success,2026年4月3日 07:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,53,7,52,0,plus2days,success,2026年4月3日 07:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 07:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1287,826,23610,6470,today,success,2026年4月3日 07:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,174,41,1243,0,tomorrow,success,2026年4月3日 07:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,54,7,52,0,plus2days,success,2026年4月3日 07:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 07:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1298,831,23861,6597,today,success,2026年4月3日 07:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,176,42,1311,0,tomorrow,success,2026年4月3日 07:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,54,7,58,0,plus2days,success,2026年4月3日 07:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 07:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1304,833,24076,6722,today,success,2026年4月3日 07:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,177,43,1379,0,tomorrow,success,2026年4月3日 07:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,54,7,58,0,plus2days,success,2026年4月3日 07:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 08:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 08:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1305,834,24298,6832,today,success,2026年4月3日 08:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,180,46,1463,256,tomorrow,success,2026年4月3日 08:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,54,7,58,0,plus2days,success,2026年4月3日 08:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 08:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1311,840,24298,6832,today,success,2026年4月3日 08:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,183,48,1463,256,tomorrow,success,2026年4月3日 08:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,54,7,58,0,plus2days,success,2026年4月3日 08:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 08:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1317,841,24528,6960,today,success,2026年4月3日 08:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,184,48,1678,255,tomorrow,success,2026年4月3日 08:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,55,8,72,0,plus2days,success,2026年4月3日 08:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 08:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1325,845,24701,7040,today,success,2026年4月3日 08:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,186,49,1837,277,tomorrow,success,2026年4月3日 08:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,57,9,74,0,plus2days,success,2026年4月3日 08:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 09:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 09:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1329,847,24878,7149,today,success,2026年4月3日 09:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,188,50,1983,286,tomorrow,success,2026年4月3日 09:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,58,10,74,0,plus2days,success,2026年4月3日 09:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 09:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1335,854,24878,7149,today,success,2026年4月3日 09:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,195,53,1983,286,tomorrow,success,2026年4月3日 09:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,80,12,74,0,plus2days,success,2026年4月3日 09:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 09:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1340,856,25053,7240,today,success,2026年4月3日 09:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,197,53,2116,296,tomorrow,success,2026年4月3日 09:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,83,12,79,0,plus2days,success,2026年4月3日 09:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 09:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1358,872,25208,7325,today,success,2026年4月3日 09:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,204,58,2266,306,tomorrow,success,2026年4月3日 09:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,86,13,81,0,plus2days,success,2026年4月3日 09:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 10:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 10:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1389,898,25357,7402,today,success,2026年4月3日 10:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,216,68,2416,314,tomorrow,success,2026年4月3日 10:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,86,13,80,0,plus2days,success,2026年4月3日 10:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 10:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1402,904,25357,7402,today,success,2026年4月3日 10:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,227,69,2416,314,tomorrow,success,2026年4月3日 10:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,88,13,80,0,plus2days,success,2026年4月3日 10:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 10:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1408,909,25503,7483,today,success,2026年4月3日 10:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,233,71,2566,327,tomorrow,success,2026年4月3日 10:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,91,13,86,0,plus2days,success,2026年4月3日 10:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 10:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1420,917,25628,7539,today,success,2026年4月3日 10:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,234,71,2764,342,tomorrow,success,2026年4月3日 10:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,91,13,88,0,plus2days,success,2026年4月3日 10:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 11:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,,,,,today,fetch_failed,2026年4月3日 11:00 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-02 today,1428,924,25751,7588,today,success,2026年4月3日 11:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,239,73,2967,348,tomorrow,success,2026年4月3日 11:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,93,13,87,0,plus2days,success,2026年4月3日 11:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25058,6695,yesterday,success,2026年4月3日 11:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1434,926,25751,7588,today,success,2026年4月3日 11:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,245,73,2967,348,tomorrow,success,2026年4月3日 11:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,94,13,87,0,plus2days,success,2026年4月3日 11:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25059,6695,yesterday,success,2026年4月3日 11:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1437,929,25855,7635,today,success,2026年4月3日 11:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,247,75,3182,352,tomorrow,success,2026年4月3日 11:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,96,13,92,0,plus2days,success,2026年4月3日 11:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-01 yesterday,838,261,25059,6695,yesterday,success,2026年4月3日 11:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月1日
2026-04-02 today,1448,940,25953,7682,today,success,2026年4月3日 11:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月2日
2026-04-03 tomorrow,264,89,3415,357,tomorrow,success,2026年4月3日 11:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月3日
2026-04-04 plus2days,97,13,96,0,plus2days,success,2026年4月3日 11:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月4日
2026-04-02 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 12:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-02 yesterday,1477,967,26037,7695,yesterday,success,2026年4月3日 12:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,278,98,3636,381,today,success,2026年4月3日 12:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,103,13,96,0,tomorrow,success,2026年4月3日 12:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,3,0,plus2days,success,2026年4月3日 12:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1488,976,26037,7695,yesterday,success,2026年4月3日 12:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,308,120,3636,381,today,success,2026年4月3日 12:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,106,13,96,0,tomorrow,success,2026年4月3日 12:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,3,0,plus2days,success,2026年4月3日 12:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1497,985,26142,7732,yesterday,success,2026年4月3日 12:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,329,134,3862,392,today,success,2026年4月3日 12:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,109,13,100,0,tomorrow,success,2026年4月3日 12:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,4,0,plus2days,success,2026年4月3日 12:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1510,998,26229,7747,yesterday,success,2026年4月3日 12:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,335,139,4087,410,today,success,2026年4月3日 12:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,110,13,102,0,tomorrow,success,2026年4月3日 12:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,5,0,plus2days,success,2026年4月3日 12:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 13:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-02 yesterday,1522,1009,26307,7754,yesterday,success,2026年4月3日 13:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,356,150,4323,424,today,success,2026年4月3日 13:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,113,13,103,0,tomorrow,success,2026年4月3日 13:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,8,0,plus2days,success,2026年4月3日 13:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1531,1018,26307,7754,yesterday,success,2026年4月3日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,373,159,4323,424,today,success,2026年4月3日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,114,13,103,0,tomorrow,success,2026年4月3日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,8,0,plus2days,success,2026年4月3日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1535,1022,26422,7779,yesterday,success,2026年4月3日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,378,164,4582,442,today,success,2026年4月3日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,113,12,107,0,tomorrow,success,2026年4月3日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,14,0,plus2days,success,2026年4月3日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1541,1025,26491,7796,yesterday,success,2026年4月3日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,382,166,4838,465,today,success,2026年4月3日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,115,12,112,0,tomorrow,success,2026年4月3日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,14,0,plus2days,success,2026年4月3日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 14:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-02 yesterday,1544,1028,26531,7814,yesterday,success,2026年4月3日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,395,172,5082,488,today,success,2026年4月3日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,115,12,115,0,tomorrow,success,2026年4月3日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,16,0,plus2days,success,2026年4月3日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1549,1033,26531,7814,yesterday,success,2026年4月3日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,402,177,5082,488,today,success,2026年4月3日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,118,12,115,0,tomorrow,success,2026年4月3日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,16,0,plus2days,success,2026年4月3日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1553,1037,26579,7833,yesterday,success,2026年4月3日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,410,182,5382,521,today,success,2026年4月3日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,119,13,119,0,tomorrow,success,2026年4月3日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,19,0,plus2days,success,2026年4月3日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1558,1041,26658,7853,yesterday,success,2026年4月3日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,417,185,5617,538,today,success,2026年4月3日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,122,13,125,0,tomorrow,success,2026年4月3日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,21,0,plus2days,success,2026年4月3日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,,,,,yesterday,fetch_failed,2026年4月3日 15:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-02 yesterday,1566,1042,26717,7881,yesterday,success,2026年4月3日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,425,190,5893,569,today,success,2026年4月3日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,126,13,128,0,tomorrow,success,2026年4月3日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,26,0,plus2days,success,2026年4月3日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1570,1043,26717,7881,yesterday,success,2026年4月3日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,430,192,5893,569,today,success,2026年4月3日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,112,13,128,0,tomorrow,success,2026年4月3日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,26,0,plus2days,success,2026年4月3日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
2026-04-02 yesterday,1572,1044,26755,7903,yesterday,success,2026年4月3日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月2日
2026-04-03 today,452,193,6158,596,today,success,2026年4月3日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月3日
2026-04-04 tomorrow,119,13,139,0,tomorrow,success,2026年4月3日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月4日
2026-04-05 plus2days,0,0,27,0,plus2days,success,2026年4月3日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月5日
