Name,Cancellations Total,Cancellations US,Delays Total,Delays US,Page Key,Parse Status,Snapshot GMT,Source URL,Target Date ET
2026-04-05 today,258,45,2548,315,today,success,2026年4月5日 13:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,36,7,134,0,tomorrow,success,2026年4月5日 13:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,8,0,plus2days,success,2026年4月5日 13:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1016,478,19129,5726,yesterday,success,2026年4月5日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,261,47,2548,315,today,success,2026年4月5日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,36,7,134,0,tomorrow,success,2026年4月5日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,8,0,plus2days,success,2026年4月5日 13:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1020,480,19205,5737,yesterday,success,2026年4月5日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,268,49,2714,331,today,success,2026年4月5日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,36,7,147,0,tomorrow,success,2026年4月5日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,10,0,plus2days,success,2026年4月5日 13:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1021,481,19260,5753,yesterday,success,2026年4月5日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,279,55,2894,355,today,success,2026年4月5日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,39,7,156,0,tomorrow,success,2026年4月5日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,11,0,plus2days,success,2026年4月5日 13:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,,,,,yesterday,fetch_failed,2026年4月5日 14:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-04 yesterday,1021,481,19310,5778,yesterday,success,2026年4月5日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,279,55,3061,376,today,success,2026年4月5日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,41,8,164,0,tomorrow,success,2026年4月5日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,13,0,plus2days,success,2026年4月5日 14:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1022,482,19310,5778,yesterday,success,2026年4月5日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,283,56,3061,376,today,success,2026年4月5日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,42,8,164,0,tomorrow,success,2026年4月5日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,13,0,plus2days,success,2026年4月5日 14:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1025,482,19339,5779,yesterday,success,2026年4月5日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,287,58,3261,394,today,success,2026年4月5日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,40,8,167,0,tomorrow,success,2026年4月5日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,24,0,plus2days,success,2026年4月5日 14:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1026,482,19387,5798,yesterday,success,2026年4月5日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,311,78,3436,400,today,success,2026年4月5日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,47,8,175,0,tomorrow,success,2026年4月5日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,28,0,plus2days,success,2026年4月5日 14:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,,,,,yesterday,fetch_failed,2026年4月5日 15:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-04 yesterday,1027,482,19425,5800,yesterday,success,2026年4月5日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,332,86,3594,416,today,success,2026年4月5日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,46,8,177,0,tomorrow,success,2026年4月5日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,29,0,plus2days,success,2026年4月5日 15:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1028,482,19425,5800,yesterday,success,2026年4月5日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,341,92,3594,416,today,success,2026年4月5日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,47,8,177,0,tomorrow,success,2026年4月5日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,29,0,plus2days,success,2026年4月5日 15:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1028,482,19468,5812,yesterday,success,2026年4月5日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,342,90,3770,432,today,success,2026年4月5日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,45,8,185,0,tomorrow,success,2026年4月5日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,32,0,plus2days,success,2026年4月5日 15:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1029,482,19515,5820,yesterday,success,2026年4月5日 15:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,347,90,3981,423,today,success,2026年4月5日 15:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,46,8,190,0,tomorrow,success,2026年4月5日 15:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,33,0,plus2days,success,2026年4月5日 15:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,,,,,yesterday,fetch_failed,2026年4月5日 16:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-04 yesterday,1029,482,19524,5821,yesterday,success,2026年4月5日 16:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,350,90,4224,441,today,success,2026年4月5日 16:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,47,8,200,0,tomorrow,success,2026年4月5日 16:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,34,0,plus2days,success,2026年4月5日 16:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1030,482,19524,5821,yesterday,success,2026年4月5日 16:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,350,90,4224,441,today,success,2026年4月5日 16:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,47,8,200,0,tomorrow,success,2026年4月5日 16:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,34,0,plus2days,success,2026年4月5日 16:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1030,482,19545,5830,yesterday,success,2026年4月5日 16:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,357,91,4496,452,today,success,2026年4月5日 16:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,47,8,207,0,tomorrow,success,2026年4月5日 16:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,3,3,38,0,plus2days,success,2026年4月5日 16:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1030,482,19562,5834,yesterday,success,2026年4月5日 16:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,359,92,4736,485,today,success,2026年4月5日 16:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,47,8,210,0,tomorrow,success,2026年4月5日 16:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,4,3,39,0,plus2days,success,2026年4月5日 16:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1030,482,19562,5834,yesterday,success,2026年4月5日 17:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,368,98,4736,485,today,success,2026年4月5日 17:00 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,,,,,tomorrow,fetch_failed,2026年4月5日 17:00 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-06 tomorrow,47,8,218,0,tomorrow,success,2026年4月5日 17:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,4,3,41,0,plus2days,success,2026年4月5日 17:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1030,482,19573,5846,yesterday,success,2026年4月5日 17:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,379,100,4983,527,today,success,2026年4月5日 17:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,50,8,218,0,tomorrow,success,2026年4月5日 17:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,5,3,41,0,plus2days,success,2026年4月5日 17:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1030,482,19600,5862,yesterday,success,2026年4月5日 17:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,385,102,5301,611,today,success,2026年4月5日 17:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,50,8,232,0,tomorrow,success,2026年4月5日 17:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,6,3,44,0,plus2days,success,2026年4月5日 17:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1030,482,19630,5873,yesterday,success,2026年4月5日 17:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,388,102,5641,654,today,success,2026年4月5日 17:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,50,8,235,0,tomorrow,success,2026年4月5日 17:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,6,3,44,0,plus2days,success,2026年4月5日 17:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,,,,,yesterday,fetch_failed,2026年4月5日 18:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-04 yesterday,1031,483,19641,5883,yesterday,success,2026年4月5日 18:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,392,102,5894,671,today,success,2026年4月5日 18:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,50,8,247,0,tomorrow,success,2026年4月5日 18:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,8,3,45,0,plus2days,success,2026年4月5日 18:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1031,483,19641,5883,yesterday,success,2026年4月5日 18:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,393,102,5894,671,today,success,2026年4月5日 18:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,54,8,247,0,tomorrow,success,2026年4月5日 18:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,8,3,45,0,plus2days,success,2026年4月5日 18:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19649,5885,yesterday,success,2026年4月5日 18:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,396,103,6181,683,today,success,2026年4月5日 18:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,56,8,249,0,tomorrow,success,2026年4月5日 18:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,8,3,45,0,plus2days,success,2026年4月5日 18:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19679,5904,yesterday,success,2026年4月5日 18:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,401,105,6471,709,today,success,2026年4月5日 18:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,57,8,260,0,tomorrow,success,2026年4月5日 18:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,9,3,46,0,plus2days,success,2026年4月5日 18:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,,,,,yesterday,fetch_failed,2026年4月5日 19:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-04 yesterday,1032,483,19693,5916,yesterday,success,2026年4月5日 19:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,411,109,6761,741,today,success,2026年4月5日 19:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,57,8,267,0,tomorrow,success,2026年4月5日 19:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,12,3,47,0,plus2days,success,2026年4月5日 19:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19693,5916,yesterday,success,2026年4月5日 19:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,416,112,6761,741,today,success,2026年4月5日 19:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,57,8,267,0,tomorrow,success,2026年4月5日 19:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,12,3,47,0,plus2days,success,2026年4月5日 19:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19729,5935,yesterday,success,2026年4月5日 19:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,428,113,7016,760,today,success,2026年4月5日 19:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,59,8,277,0,tomorrow,success,2026年4月5日 19:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,16,3,49,0,plus2days,success,2026年4月5日 19:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19761,5960,yesterday,success,2026年4月5日 19:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,453,125,7287,783,today,success,2026年4月5日 19:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,60,8,282,0,tomorrow,success,2026年4月5日 19:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,16,3,50,0,plus2days,success,2026年4月5日 19:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19761,5960,yesterday,success,2026年4月5日 20:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,,,,,today,fetch_failed,2026年4月5日 20:00 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-05 today,464,131,7545,832,today,success,2026年4月5日 20:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,60,8,288,0,tomorrow,success,2026年4月5日 20:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,19,3,51,0,plus2days,success,2026年4月5日 20:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19797,5987,yesterday,success,2026年4月5日 20:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,470,133,7545,832,today,success,2026年4月5日 20:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,61,8,288,0,tomorrow,success,2026年4月5日 20:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,20,3,51,0,plus2days,success,2026年4月5日 20:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19845,6018,yesterday,success,2026年4月5日 20:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,479,135,7866,896,today,success,2026年4月5日 20:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,61,8,292,0,tomorrow,success,2026年4月5日 20:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,23,3,52,0,plus2days,success,2026年4月5日 20:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19877,6054,yesterday,success,2026年4月5日 20:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,497,147,8225,989,today,success,2026年4月5日 20:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,61,8,303,0,tomorrow,success,2026年4月5日 20:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,23,3,53,0,plus2days,success,2026年4月5日 20:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19877,6054,yesterday,success,2026年4月5日 21:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,,,,,today,fetch_failed,2026年4月5日 21:00 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-05 today,500,148,8568,1096,today,success,2026年4月5日 21:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,61,8,313,0,tomorrow,success,2026年4月5日 21:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,23,3,53,0,plus2days,success,2026年4月5日 21:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19917,6087,yesterday,success,2026年4月5日 21:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,512,151,8568,1096,today,success,2026年4月5日 21:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,62,8,313,0,tomorrow,success,2026年4月5日 21:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,25,3,53,0,plus2days,success,2026年4月5日 21:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19958,6121,yesterday,success,2026年4月5日 21:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,524,153,8896,1188,today,success,2026年4月5日 21:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,64,8,348,0,tomorrow,success,2026年4月5日 21:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,27,3,54,0,plus2days,success,2026年4月5日 21:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19983,6141,yesterday,success,2026年4月5日 21:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,534,155,9258,1320,today,success,2026年4月5日 21:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,64,8,381,0,tomorrow,success,2026年4月5日 21:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,28,3,54,0,plus2days,success,2026年4月5日 21:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19983,6141,yesterday,success,2026年4月5日 22:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,,,,,today,fetch_failed,2026年4月5日 22:00 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-05 today,543,159,9586,1478,today,success,2026年4月5日 22:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,65,8,402,0,tomorrow,success,2026年4月5日 22:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,28,3,54,0,plus2days,success,2026年4月5日 22:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,19988,6143,yesterday,success,2026年4月5日 22:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,555,165,9586,1478,today,success,2026年4月5日 22:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,65,8,402,0,tomorrow,success,2026年4月5日 22:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,30,3,54,0,plus2days,success,2026年4月5日 22:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,20009,6162,yesterday,success,2026年4月5日 22:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,570,174,9921,1587,today,success,2026年4月5日 22:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,65,8,438,0,tomorrow,success,2026年4月5日 22:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,31,3,54,0,plus2days,success,2026年4月5日 22:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,20028,6175,yesterday,success,2026年4月5日 22:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,571,173,10235,1676,today,success,2026年4月5日 22:45 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,68,8,487,0,tomorrow,success,2026年4月5日 22:45 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,31,3,54,0,plus2days,success,2026年4月5日 22:45 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,,,,,yesterday,fetch_failed,2026年4月5日 23:00 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-04 yesterday,1032,483,20031,6178,yesterday,success,2026年4月5日 23:01 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,579,174,10527,1818,today,success,2026年4月5日 23:01 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,68,8,515,0,tomorrow,success,2026年4月5日 23:01 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,31,3,55,0,plus2days,success,2026年4月5日 23:01 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,20031,6178,yesterday,success,2026年4月5日 23:15 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,585,173,10527,1818,today,success,2026年4月5日 23:15 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,72,8,515,0,tomorrow,success,2026年4月5日 23:15 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,32,3,55,0,plus2days,success,2026年4月5日 23:15 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1032,483,20054,6202,yesterday,success,2026年4月5日 23:30 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
2026-04-05 today,588,176,10791,1904,today,success,2026年4月5日 23:30 (GMT+8),https://www.flightaware.com/live/cancelled/today,2026年4月5日
2026-04-06 tomorrow,72,8,544,0,tomorrow,success,2026年4月5日 23:30 (GMT+8),https://www.flightaware.com/live/cancelled/tomorrow,2026年4月6日
2026-04-07 plus2days,32,3,56,0,plus2days,success,2026年4月5日 23:30 (GMT+8),https://www.flightaware.com/live/cancelled/plus2days,2026年4月7日
2026-04-04 yesterday,1033,484,20063,6211,yesterday,success,2026年4月5日 23:45 (GMT+8),https://www.flightaware.com/live/cancelled/yesterday,2026年4月4日
